id,institute,program,program_specifics,seat_type,opening_rank,closing_rank,year,round
238,Indian Institute of Technology Kanpur,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,1017,1373,2016,2
239,Indian Institute of Technology Kanpur,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),29,29,2016,2
240,Indian Institute of Technology Kanpur,Chemical Engineering,"4 Years, Bachelor of Technology",SC,660,802,2016,2
241,Indian Institute of Technology Kanpur,Chemical Engineering,"4 Years, Bachelor of Technology",ST,397,642,2016,2
242,Indian Institute of Technology Kanpur,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,1571,3064,2016,2
243,Indian Institute of Technology Kanpur,Civil Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),54,54,2016,2
244,Indian Institute of Technology Kanpur,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL,716,1251,2016,2
245,Indian Institute of Technology Kanpur,Civil Engineering,"4 Years, Bachelor of Technology",SC,459,641,2016,2
246,Indian Institute of Technology Kanpur,Civil Engineering,"4 Years, Bachelor of Technology",ST,116,179,2016,2
247,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN,113,230,2016,2
248,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),8,8,2016,2
249,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL,65,125,2016,2
250,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),7,7,2016,2
251,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC,29,83,2016,2
252,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC (PwD),5,5,2016,2
253,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST,21,55,2016,2
254,Indian Institute of Technology Kanpur,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN,841,1352,2016,2
255,Indian Institute of Technology Kanpur,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),23,23,2016,2
256,Indian Institute of Technology Kanpur,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,292,603,2016,2
257,Indian Institute of Technology Kanpur,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),4,4,2016,2
258,Indian Institute of Technology Kanpur,Mechanical Engineering,"4 Years, Bachelor of Technology",SC,95,347,2016,2
259,Indian Institute of Technology Kanpur,Mechanical Engineering,"4 Years, Bachelor of Technology",ST,50,197,2016,2
260,Indian Institute of Technology Madras,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN,1548,2984,2016,2
261,Indian Institute of Technology Madras,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),81,81,2016,2
262,Indian Institute of Technology Madras,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,633,1465,2016,2
263,Indian Institute of Technology Madras,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),18,18,2016,2
264,Indian Institute of Technology Madras,Chemical Engineering,"4 Years, Bachelor of Technology",SC,467,940,2016,2
265,Indian Institute of Technology Madras,Chemical Engineering,"4 Years, Bachelor of Technology",ST,372,442,2016,2
266,Indian Institute of Technology Madras,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,1005,3245,2016,2
267,Indian Institute of Technology Madras,Civil Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),45,45,2016,2
268,Indian Institute of Technology Madras,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL,844,1374,2016,2
269,Indian Institute of Technology Madras,Civil Engineering,"4 Years, Bachelor of Technology",SC,175,619,2016,2
270,Indian Institute of Technology Madras,Civil Engineering,"4 Years, Bachelor of Technology",ST,63,178,2016,2
271,Indian Institute of Technology Madras,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN,62,173,2016,2
272,Indian Institute of Technology Madras,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),1,1,2016,2
273,Indian Institute of Technology Madras,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL,38,93,2016,2
274,Indian Institute of Technology Madras,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC,14,58,2016,2
275,Indian Institute of Technology Madras,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST,7,23,2016,2
276,Indian Institute of Technology Madras,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN,535,1246,2016,2
277,Indian Institute of Technology Madras,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),30,30,2016,2
278,Indian Institute of Technology Madras,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,240,512,2016,2
279,Indian Institute of Technology Madras,Mechanical Engineering,"4 Years, Bachelor of Technology",SC,46,248,2016,2
280,Indian Institute of Technology Madras,Mechanical Engineering,"4 Years, Bachelor of Technology",ST,76,158,2016,2
281,Indian Institute of Technology Roorkee,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN,2383,3793,2016,2
282,Indian Institute of Technology Roorkee,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),128,128,2016,2
283,Indian Institute of Technology Roorkee,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,1442,1759,2016,2
284,Indian Institute of Technology Roorkee,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),57,57,2016,2
285,Indian Institute of Technology Roorkee,Chemical Engineering,"4 Years, Bachelor of Technology",SC,817,1154,2016,2
286,Indian Institute of Technology Roorkee,Chemical Engineering,"4 Years, Bachelor of Technology",ST,445,616,2016,2
287,Indian Institute of Technology Roorkee,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,1877,3735,2016,2
288,Indian Institute of Technology Roorkee,Civil Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),79,101,2016,2
289,Indian Institute of Technology Roorkee,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL,1098,1428,2016,2
290,Indian Institute of Technology Roorkee,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),39,39,2016,2
291,Indian Institute of Technology Roorkee,Civil Engineering,"4 Years, Bachelor of Technology",SC,497,712,2016,2
292,Indian Institute of Technology Roorkee,Civil Engineering,"4 Years, Bachelor of Technology",ST,101,200,2016,2
293,Indian Institute of Technology Roorkee,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN,294,482,2016,2
294,Indian Institute of Technology Roorkee,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),17,17,2016,2
295,Indian Institute of Technology Roorkee,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL,127,230,2016,2
296,Indian Institute of Technology Roorkee,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC,90,127,2016,2
297,Indian Institute of Technology Roorkee,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC (PwD),1,1,2016,2
298,Indian Institute of Technology Roorkee,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST,68,142,2016,2
299,Indian Institute of Technology Roorkee,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",OPEN,948,1333,2016,2
300,Indian Institute of Technology Roorkee,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),53,53,2016,2
301,Indian Institute of Technology Roorkee,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",OBC-NCL,329,650,2016,2
302,Indian Institute of Technology Roorkee,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",SC,193,421,2016,2
303,Indian Institute of Technology Roorkee,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",ST,111,261,2016,2
304,Indian Institute of Technology Roorkee,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN,1376,2293,2016,2
305,Indian Institute of Technology Roorkee,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),49,62,2016,2
306,Indian Institute of Technology Roorkee,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,657,892,2016,2
307,Indian Institute of Technology Roorkee,Mechanical Engineering,"4 Years, Bachelor of Technology",SC,237,464,2016,2
308,Indian Institute of Technology Roorkee,Mechanical Engineering,"4 Years, Bachelor of Technology",ST,247,297,2016,2
309,Indian Institute of Technology Guwahati,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN,3034,4324,2016,2
310,Indian Institute of Technology Guwahati,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),1,1,2016,2
311,Indian Institute of Technology Guwahati,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,1633,2050,2016,2
312,Indian Institute of Technology Guwahati,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),48,48,2016,2
313,Indian Institute of Technology Guwahati,Chemical Engineering,"4 Years, Bachelor of Technology",SC,897,1186,2016,2
314,Indian Institute of Technology Guwahati,Chemical Engineering,"4 Years, Bachelor of Technology",ST,343,543,2016,2
315,Indian Institute of Technology Guwahati,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,3817,4912,2016,2
316,Indian Institute of Technology Guwahati,Civil Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),184,184,2016,2
317,Indian Institute of Technology Guwahati,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL,1429,1731,2016,2
318,Indian Institute of Technology Guwahati,Civil Engineering,"4 Years, Bachelor of Technology",SC,734,1012,2016,2
319,Indian Institute of Technology Guwahati,Civil Engineering,"4 Years, Bachelor of Technology",ST,224,303,2016,2
320,Indian Institute of Technology Guwahati,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN,406,666,2016,2
321,Indian Institute of Technology Guwahati,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),29,29,2016,2
322,Indian Institute of Technology Guwahati,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL,236,385,2016,2
323,Indian Institute of Technology Guwahati,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC,91,186,2016,2
324,Indian Institute of Technology Guwahati,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST,59,203,2016,2
325,Indian Institute of Technology Guwahati,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",OPEN,1202,1802,2016,2
326,Indian Institute of Technology Guwahati,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),52,52,2016,2
327,Indian Institute of Technology Guwahati,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",OBC-NCL,605,845,2016,2
328,Indian Institute of Technology Guwahati,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),20,20,2016,2
329,Indian Institute of Technology Guwahati,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",SC,439,667,2016,2
330,Indian Institute of Technology Guwahati,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",ST,210,364,2016,2
331,Indian Institute of Technology Guwahati,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN,2032,2755,2016,2
332,Indian Institute of Technology Guwahati,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),73,73,2016,2
333,Indian Institute of Technology Guwahati,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,803,1067,2016,2
334,Indian Institute of Technology Guwahati,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),39,39,2016,2
335,Indian Institute of Technology Guwahati,Mechanical Engineering,"4 Years, Bachelor of Technology",SC,386,715,2016,2
336,Indian Institute of Technology Guwahati,Mechanical Engineering,"4 Years, Bachelor of Technology",ST,260,317,2016,2
337,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN,422,1450,2016,3
338,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),51,75,2016,3
339,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,447,974,2016,3
340,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),40,40,2016,3
341,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",SC,257,564,2016,3
342,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",SC (PwD),3,3,2016,3
343,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",ST,161,335,2016,3
344,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,897,2210,2016,3
345,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),19,50,2016,3
346,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL,356,1007,2016,3
347,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),21,21,2016,3
348,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",SC,217,441,2016,3
349,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",ST,57,108,2016,3
350,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN,1,60,2016,3
351,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),2,3,2016,3
352,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL,8,44,2016,3
353,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),1,1,2016,3
354,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC,2,26,2016,3
355,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST,1,15,2016,3
356,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN,26,777,2016,3
357,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),13,13,2016,3
358,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,104,371,2016,3
359,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),8,8,2016,3
360,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",SC,33,164,2016,3
361,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",ST,29,117,2016,3
362,Indian Institute of Technology Delhi,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN,980,1653,2016,3
363,Indian Institute of Technology Delhi,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),188,188,2016,3
364,Indian Institute of Technology Delhi,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,650.1,1072,2016,3
365,Indian Institute of Technology Delhi,Chemical Engineering,"4 Years, Bachelor of Technology",SC,394,708,2016,3
366,Indian Institute of Technology Delhi,Chemical Engineering,"4 Years, Bachelor of Technology",ST,356,451,2016,3
367,Indian Institute of Technology Delhi,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,767,2549,2016,3
368,Indian Institute of Technology Delhi,Civil Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),70,70,2016,3
